source,enriched_description
../training_data_raw/components_material_design/Checkbox_[unselected_disabled].svg,"Size: 18.00, Colors: none, Shapes: rectangle, Elements: clipPath, use, path, Strokes: 4.00, Text: none."
../training_data_raw/components_material_design/Button_Filled.svg,"Size: 127.00 x 40.00, 
Colors: #6750.00a4.00, #fff, 
Shapes: rectangle, 
Elements: clipPath, defs, g, 
Strokes: none, 
Text: Roboto font, 14.00px, 10+ characters, white-space:pre, fill:#fff, lengthAdjust:spacingAndGlyphs, letter-spacing:.1.00px, font-weight:500.00, text-transform:none, dominant-baseline:ideographic."
../training_data_raw/components_material_design/Large_FAB.svg,"Size: 96.00
Colors: #eaddff, #6750.00a4, #21005.00e
Shapes: rectangle, path
Elements: filter, clipPath, g
Strokes: none
Text: none"
../training_data_raw/components_material_design/1_Line_List_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, Elements: clipPath, g, text, Strokes: none, Text: Headline, Font: Roboto, Attributes: opacity, textLength, lengthAdjust, dominant-baseline, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/Filled_Text_Field_[focused_error].svg,"Size: 340x56, Colors: #e700e0ec, #b3261e, #1c1b1f, Shapes: rectangle, path, Text: Supporting Text, Label Text, Strokes: none, Elements: clipPath, viewBox, text, path."
../training_data_raw/components_material_design/Count_Badge.svg,"Size: 35.00,16.00
Colors: #b3261.00e, #fff
Shapes: rect, path, text
Elements: clipPath, g
Strokes: none
Text: +999.00
Attributes: rx, x, width, height, fill, clip-path, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size"
../training_data_raw/components_material_design/Icon_Button_Filled_Toggle_[Unselected].svg,"size: 48.00, colors: #e7.00e0.00ec, #6750.00a4.00, shapes: rect, path, elements: clipPath, g, defs, strokes: none, text: none."
../training_data_raw/components_material_design/3_Lines_Video_List_+_Control.svg,"Size: 360x88, Colors: #fffbfe, #6750.00a4.00, #fff, #1.00c1.00b1.00f, #c4.00c7.00c5.00, #49454.00e, Shapes: Rectangles, circles, paths, Elements: Text, video control icons, Strokes: 4.00, Text: Headline and supporting text, Keywords: Video player, UI design, Minimalistic, Modern, Clean, Typography, Clip-path, Viewbox, Dominant-baseline."
../training_data_raw/components_material_design/1_Line_Checkbox_List_+_Control.svg,"size: 360x56, colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, #6750.00a4.00, shapes: rectangle, path, text, elements: checkbox, headline, strokes: none, text: Roboto, 11.00px, 16.00px, 500.00, 400.00, letter-spacing, lengthAdjust, fill."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Trailing_Icon_[focused_error].svg,"Outlined text field, Trailing icon, Focused error, Rectangular shape, Rounded corners, Stroke width, Stroke color, Supporting text, Label text, Roboto font."
../training_data_raw/components_material_design/Switch_Off_+_Icon_[disabled].svg,"Size: 52.00 x 32.00, Colors: #1.00c1.00b1.00f, #e7.00e0.00ec, Opacity: .12.00, .38.00, Shapes: Rect, Circle, Path, Elements: Switch, Icon, Strokes: 4.00, Text: None."
../training_data_raw/components_material_design/Elevated_Suggestion_Chip.svg,"Size: 156x32, Colors: #fffbfe, #6750a4, Shapes: rectangle, rounded corners, Elements: text, strokes, Text: ""Suggestion Enabled"", Font: Roboto, Font weight: 500, Font size: 14px, Letter spacing: 0.1px."
../training_data_raw/components_material_design/1_Line_Option_List.svg,"Size: 360x56, Colors: #fffbfe, #6750.00a4.00, #1.00c1.00b1.00f, Shapes: rectangle, circle, path, Elements: clipPath, use, text, Strokes: 4.00, Text: ""Headline"", Font: Roboto, Keywords: SVG, fill, viewBox, clip-path, lengthAdjust, dominant-baseline, letter-spacing, font-weight, white-space."
../training_data_raw/components_material_design/Medium_Top_App_Bar.svg,"Medium Top App Bar, size 390x112, colors: #fffbfe, #1.00c1.00b1.00f, shapes: rectangle, text, elements: logo, search icon, menu icon, strokes: none, text: ""Medium Top Bar"", font: Roboto, font size: 24px."
../training_data_raw/components_material_design/Segmented_Button_[icon_only_selected].svg,"Size: 258x48, Colors: #79747.00e, #e8.00def8.00, #1.00e192.00b, Shapes: rectangles, paths, text, Elements: clipPath, use, defs, Strokes: 2.00, Text: Roboto, 14.00px, Enabled, Selected, lengthAdjust, spacingAndGlyphs, dominant-baseline."
../training_data_raw/components_material_design/1_Line_Checkbox_List_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, clipPath, Elements: text, use, rect, Strokes: 4.00, Text: Roboto, Headline, Keywords: disabled, checkbox, clip-path, opacity, fill, viewBox, rx, width, height, lengthAdjust."
../training_data_raw/components_material_design/Double_Discrete_Slider_[disabled].svg,"Size: 320x20, Colors: #1c1b1f, #1c1b1f with opacity, Shapes: rectangles, ellipses, circles, Strokes: none, Text: none, Elements: sliders, clip paths."
../training_data_raw/components_material_design/2_Lines_Img_List_+_Control.svg,"Size: 360x72, Colors: #fffbfe, #c4c7c5, #6750a4, #fff, #49454e, #1c1b1f, Shapes: rectangles, circles, paths, Elements: text, images, strokes, Text: ""Short supporting text"", ""Headline"", Strokes: 4px, 2px."
../training_data_raw/components_material_design/Search_Bar_+_Action_+_Avatar.svg,"Search bar, action, avatar, SVG, fill, viewBox, clipPath, path, rect, pattern, text, lengthAdjust, style, font-family, font-size, letter-spacing, dominant-baseline, white-space, colors, shapes, elements, strokes."
../training_data_raw/components_material_design/Bottom_Sheet_Modal.svg,"Size: 390x300, Colors: #0.00, #fffbfe, #6750.00a4, Shapes: rectangle, path, Elements: clipPath, g, defs, Strokes: none, Text: none."
../training_data_raw/components_material_design/Button_Elevated_+_Icon_[disabled].svg,"Elevated button, icon, disabled, rectangular shape, rounded corners, 164x40 size, purple color (#6750a4), opacity, Roboto font, 14px font size, white text, letter-spacing."
../training_data_raw/components_material_design/Center-aligned_Top_Bar.svg,"Size: 390x64, Colors: #fffbfe, #ffd8.00e4.00, #21005.00e, #1.00c1.00b1.00f, Shapes: rectangle, circle, text, Elements: clipPath, viewBox, fill, rx, x, y, width, height, Strokes: none, Text: Roboto, font-size, font-weight, letter-spacing, lengthAdjust, textLength."
../training_data_raw/components_material_design/Image_Outlined_Card.svg,"Size: 280x190, Colors: #fffbfe, #c4.00c7.00c5.00, #79747.00e, Shapes: rectangle, clipPath, path, text, Elements: image, card, ClipPath, Rect, Text, Strokes: 2.00, Text: Subhead, Headline, LengthAdjust, Dominant-baseline, TextLength."
../training_data_raw/components_material_design/3_Lines_Icon_List_+_Control_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, text, Elements: lines, icon, list, control, Strokes: 4.00, Text: Roboto, 16.00px, Headline, Supporting text, Keywords: disabled, clipPath, viewBox, fill, opacity, dominant-baseline, textLength, lengthAdjust, class."
../training_data_raw/components_material_design/3_Lines_Option_List_+_Control.svg,"Size: 360x88, Colors: #fffbfe, #6750.00a4.00, #49454.00e, #1.00c1.00b1.00f, Shapes: rectangle, circle, path, Text: Roboto font, 11.00px, 16.00px, 500.00 font weight, Spacing: .5.00px, .4.00px, Elements: option list, control, supporting text, headline, strokes: 4.00 stroke width, clip paths."
../training_data_raw/components_material_design/Radio_Button_[unselected_disabled].svg,"Size: 20.00
Colors: #1.00c1.00b1.00f
Shapes: rect, path
Elements: clipPath, use
Strokes: 4.00
Text: none
Disabled: true
Selected: false
Opacity: .38"
../training_data_raw/components_material_design/2_Lines_Avatar_List_+_Control_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: Rectangles, Paths, Text, Elements: Avatar, List, Control, Strokes: 4.00, Text: Roboto, Headline, Short supporting text."
../training_data_raw/components_material_design/Search_Bar_+_More_Actions.svg,"Search bar, more actions, SVG, fill, clip path, rectangle, path, text, hinted text, colors, shapes."
../training_data_raw/components_material_design/Filled_Card_[disabled].svg,"Size: 180x120, Colors: #e700e0, #00ec, Shapes: rectangle, rounded corners, Elements: clipPath, opacity, Strokes: none, Text: none."
../training_data_raw/components_material_design/Input_Chip_+_Close.svg,"Size: 131x32, Colors: #fffbfe, #79747.00e, #49454.00e, Shapes: rectangle, clipPath, path, Elements: rect, clipPath, use, text, Strokes: 2.00, Text: ""Input Enabled"", Font: Roboto, Keywords: chip, input, enabled, clip-path, viewBox, fill, stroke-width, letter-spacing."
../training_data_raw/components_material_design/Secondary_FAB.svg,"Size: 56.00 x 56.00, Colors: #e8.00def8.00, #6750.00a4.00, Shapes: rectangle, path, Elements: filter, clipPath, g, Strokes: none, Text: none."
../training_data_raw/components_material_design/Assist_Chip_[disabled].svg,"Size: 129x32, 
Colors: #1c1b1f, 
Shapes: rectangle with rounded corners, 
Elements: clip paths, 
Strokes: 2px width, 
Text: ""Assist Disabled"", 
Font: Roboto, 
Font weight: 500, 
Text size: 14px, 
Text length: 97.26."
../training_data_raw/components_material_design/Outlined_Text_Field_[populated_disabled].svg,"Outlined text field, populated and disabled, rectangular shape, rounded corners, 340x56 size, stroke width 2, stroke color #1.00c1.00b1.00f, text in Roboto font, 16px size, color #1.00c1.00b1.00f, label text in 12px size, color #1.00c1.00b1.00f, clip paths used."
../training_data_raw/components_material_design/Navigation_Bar_5_Items_+_Labels.svg,
../training_data_raw/components_material_design/Avatar_Container_[disabled].svg,"Size: 40.00
Colors: #1.00c1.00b1.00f, #fffbfe
Shapes: rect, clipPath
Elements: defs, g, text
Strokes: none
Text: Roboto, 16.00px, A"
../training_data_raw/components_material_design/1_Line_Icon_List_+_Control.svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, #6750.00a4.00, #fff, Shapes: rectangle, path, text, Elements: list icon, control icon, Strokes: 4.00, Text: Roboto, 16.00px, Headline."
../training_data_raw/components_material_design/3_Lines_List_+_Control_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, clipPath, path, text, Elements: lines, control, disabled, Strokes: none, Opacity: .38, Text: supporting text, multiple lines, headline."
../training_data_raw/components_material_design/Standard_Navigation_Drawer.svg,
../training_data_raw/components_material_design/Filled_Suggestion_Chip_+_Icon.svg,"Size: 177x32
Colors: #e8def8, #1e92b
Shapes: Rectangle, Rounded corners
Elements: Text, Icon
Strokes: None
Text: ""Suggestion Enabled""
Keywords: Chip, Icon, Filled, Rounded corners, Text, Enabled, Suggestion, Colors, Rectangle, Roboto font."
../training_data_raw/components_material_design/Button_Text_+_Icon.svg,"Size: 118x40, Colors: #6750.00a4.00, Shapes: rectangle, rounded corners, Elements: text, icon, Strokes: none, Text: ""Text Button"", font: Roboto, font size: 14px, font weight: 500, letter spacing: 0.1px."
../training_data_raw/components_material_design/2_Lines_Option_List_+_Control_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, circle, Elements: text, clipPath, use, Strokes: 4.00, Text: Roboto, 11.00px, 14.00px, 16.00px, 500.00, 400.00, Keywords: option list, control, disabled, supporting text, headline."
../training_data_raw/components_material_design/3_Lines_Icon_List_+_Control.svg,"Size: 360x88, Colors: #fffbfe, #fff, #6750.00a4.00, #1.00c1.00b1.00f, Shapes: rectangle, path, text, Elements: lines, icon, control, Strokes: 4.00, Text: Roboto, Headline, Supporting text, Keywords: small, colorful, rectangular, lines, icon, control, stroke, font, headline, supporting text."
../training_data_raw/components_material_design/3_Lines_Checkbox_List_+_Control.svg,"Size: 360x88, Colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, #6750.00a4.00, Shapes: rectangle, path, text, Elements: checkbox, supporting text, headline, Strokes: none, Text: Roboto font, multiple lines, letter-spacing, font-weight."
../training_data_raw/components_material_design/Single_Discrete_Slider.svg,"Size: 320x20, Colors: #e7.00e0.00ec, #6750.00a4.00, #49454.00e, Shapes: rect, ellipse, circle, path, Elements: slider, ticks, handle, Strokes: none, Text: none."
../training_data_raw/components_material_design/Outlined_Card.svg,"Outlined_Card: SVG, clipPath, size, colors, shapes, elements, strokes, text, rectangle, rounded corners."
../training_data_raw/components_material_design/Button_Filled_+_Icon_[disabled].svg,"Size: 145.00, 40.00
Colors: #1.00c1.00b1.00f
Shapes: Rect, Path
Elements: ClipPath, Text
Strokes: None
Text: Filled Button
Opacity: .12.00, .38.00
Attributes: rx, viewBox, fill, clip-path, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size"
../training_data_raw/components_material_design/Checkbox_[selected].svg,"Size: 18.00, Colors: #6750.00a4.00, #fff, Shapes: rectangle, path, Elements: clipPath, viewBox, defs, g, Strokes: none, Text: none."
../training_data_raw/components_material_design/Icon_Button_Standard_Toggle_[Unselected].svg,"Icon, button, standard, toggle, unselected, SVG, viewBox, path, size, colors, shapes, elements, strokes, text, 48.00, 0.00, 21.70, 34.00, 27.00, 14.00, 4.60, 6.75, 2.30, 1.50, 0.90, 1.10, 2.20, 0.35, #49454.00e."
../training_data_raw/components_material_design/Navigation_Rail.svg,
../training_data_raw/components_material_design/Outlined_Text_Field_+_Trailing_Icon_[focused].svg,"Outlined text field, trailing icon, focused, rectangular shape, rounded corners, stroke, color #79747.00e, label text, font Roboto, font size 16px, vertical line separator."
../training_data_raw/components_material_design/3_Lines_Icon_List.svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, #49454.00e, Shapes: rectangle, text, Elements: lines, text, icon, Strokes: none, Text: supporting text, headline, Roboto font, multiple lines, lengthAdjust, textLength, dominant-baseline, letter-spacing."
../training_data_raw/components_material_design/Radio_Button_[unselected].svg,"Size: 20.00, Colors: #49454.00e, Shapes: Rectangular, Elements: ClipPath, Use, Path, Strokes: 4.00, Text: None."
../training_data_raw/components_material_design/Input_Chip_+_Icon.svg,"size: 135x32, 
colors: #fffbfe, #79747.00e, #49454.00e, #6750.00a4.00, 
shapes: rectangle, path, 
elements: clipPath, use, text, 
strokes: 2.00, 
text: Input Enabled, 
keywords: chip, icon, enabled, input, clip-path, viewBox, fill, stroke-width, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/Single_Continuous_Slider.svg,"Size: 320x20, Colors: #e700e0, #00ec, #6750a4, Shapes: rect, path, ellipse, Elements: clipPath, filter, Text: none."
../training_data_raw/components_material_design/Mobile_System_Bar.svg,"Size: 390x24, Colors: #313033, #d000bcff, Shapes: rectangle, circle, Elements: system icons, Strokes: none, Text: none."
../training_data_raw/components_material_design/3_Lines_Video_List.svg,"Size: 360x88, Colors: #fffbfe, #c4c7c5, #1c1b1f, #49454e, Shapes: rectangle, circle, path, Elements: text, clipPath, defs, g, Strokes: 4.00, Text: Supporting text, multiple lines, Headline, Roboto font, letter-spacing."
../training_data_raw/components_material_design/Two-line_Snackbar_+_Longer_Action.svg,"Size: 339x112, Colors: #313033, #6750a4, #d0bcff, Shapes: rectangle, rounded corners, Text: two-line message, longer action, Roboto font, 14px font size, 500 font weight, letter spacing, dominant baseline, length adjust, spacing and glyphs."
../training_data_raw/components_material_design/Secondary_FAB_Extended.svg,"Size: 163x56, Colors: #e8.00def8.00, #6750.00a4.00, #1.00e192.00b, Shapes: rectangle, rounded rectangle, Elements: text, FAB, Strokes: none, Text: ""Extended FAB"", Font: Roboto, Keywords: extended, FAB, rectangle, rounded, text, Roboto, colors, no strokes, size."
../training_data_raw/components_material_design/2_Lines_Video_List_+_Control_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, #e7.00e0.00ec, #c4.00c7.00c5.00, #49454.00e, Shapes: Rectangles, Ellipse, Path, Text, Elements: Video List, Control, Supporting Text, Headline, Strokes: 4.00, Text: Short, Supporting, Headline, Roboto, 14.00px, 16.00px."
../training_data_raw/components_material_design/Filter_Chip_Off.svg,"Size: 117.00 x 32.00, Colors: #79747.00e, #49454.00e, Shapes: rectangle, path, Elements: clipPath, use, rect, text, Strokes: 2.00, Text: ""Filter Enabled"", Font: Roboto, Keywords: filter chip off, clip-path, viewBox, defs, rx, textLength, lengthAdjust, dominant-baseline, text-transform, letter-spacing, font-weight, white-space, fill."
../training_data_raw/components_material_design/Circular_75%_Progress_Indicator.svg,"Circular, 75% progress indicator, SVG, fill, viewBox, clipPath, circle, filter, mask, stroke-width, stroke, colors, shapes, elements, text."
../training_data_raw/components_material_design/1_Line_Img_List_+_Control.svg,"Size: 360x56, Colors: #fffbfe, #c4c7c5, #6750a4, #49454e, #1c1b1f, Shapes: rectangle, circle, path, text, Elements: image, clipPath, viewBox, defs, g, Strokes: 4px, Text: Roboto, 16px, Headline."
../training_data_raw/components_material_design/2_Lines_Icon_List.svg,"Size: 360x72, Colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, Shapes: rectangle, text, Elements: two lines, text, Strokes: none, Text: headline, supporting text."
../training_data_raw/components_material_design/Button_Text.svg,"Size: 96.00,40.00. Colors: #6750.00a4.00. Shapes: rectangle, text. Elements: g, text. Strokes: none. Text: Roboto, 14.00px, spacingAndGlyphs, 500.00 weight, letter-spacing."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Support_Content_[error].svg,"Outlined text field, support content, error, size 340x56, rectangle shape, rounded corners, stroke width 2, stroke color #b3261.00e, text color #49454.00e, supporting text, label text, text alignment, font family Roboto, font size 12px and 16px, letter spacing 4px."
../training_data_raw/components_material_design/Card_Elevated.svg,"Size: 180x120, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle with rounded corners, Elements: filters, clip paths, strokes, Text: none."
../training_data_raw/components_material_design/Single-line_Snackbar.svg,"Size: 218x48, Colors: #313033, #6750a4, #f4eff4, Shapes: rectangle with rounded corners, Elements: text, Strokes: none, Text: Roboto font, 14px, white, single-line message."
../training_data_raw/components_material_design/Elevated_Suggestion_Chip_[disabled].svg,"Size: 160.00 x 32.00, 
Colors: #1.00c1.00b1.00f, 
Shapes: Rectangular with rounded corners, 
Elements: Clip paths, 
Strokes: None, 
Text: ""Suggestion Disabled"", 
Keywords: Elevated Suggestion Chip, Disabled, Opacity, Fill, Text Length, Length Adjust, Dominant Baseline, Text Transform, Font Family, Letter Spacing, Font Weight, White Space, Font Size."
../training_data_raw/components_material_design/Standard_Side_Sheet.svg,"Size: 256x480, Colors: #fffbfe, #6750.00a4.00, #49454.00e, Shapes: rectangle, path, text, Elements: clipPath, mask, use, g, Strokes: #79747.00e, #c4.00c7.00c5.00, Text: Roboto, 14.00px, 500.00 weight, letter-spacing: .1.00px, lengthAdjust: spacingAndGlyphs, fill: #6750.00a4.00, #fff, #49454.00e."
../training_data_raw/components_material_design/1_Line_Video_List_+_Control.svg,"Size: 360x56, Colors: #fffbfe, #6750.00a4.00, #49454.00e, #1.00c1.00b1.00f, #c4.00c7.00c5.00, Shapes: rectangle, ellipse, path, text, Elements: video list, control buttons, Strokes: 4.00, Text: Roboto, 16.00px, Headline."
../training_data_raw/components_material_design/1_Line_List_+_Control.svg,"Size: 360x56, Colors: #fffbfe, #6750.00a4.00, #fff, Shapes: rectangle, path, text, Elements: clipPath, viewBox, defs, g, Strokes: none, Text: Roboto, 16px, Headline."
../training_data_raw/components_material_design/Checkbox_[unselected_error].svg,"Size: 18.00
Colors: #b3261.00e, #fff
Shapes: rect, path
Elements: checkbox, clipPath, use
Strokes: 4.00
Text: none
Keywords: checkbox, error, fill, viewBox, clipPath, rect, path, stroke-width, stroke, use."
../training_data_raw/components_material_design/Avatar.svg,"Size: 56.00, Colors: none, Shapes: rectangle, Elements: pattern, clipPath, g, path, Strokes: none, Text: none."
../training_data_raw/components_material_design/Input_Chip_+_Avatar_+_Close.svg,"Size: 159x32, Colors: #fffbfe, #79747.00e, #49454.00e, Shapes: rectangle, circle, path, Elements: clipPath, use, pattern, Strokes: 2.00, Text: Input Enabled, Font: Roboto, Keywords: chip, avatar, close."
../training_data_raw/components_material_design/Filled_Text_Field_+_Leading_Icon_[disabled].svg,"Size: 340x56, Colors: #1.00c1.00b1.00f, Shapes: rectangle, clipPath, path, text, Elements: leading icon, text field, Strokes: none, Text: label text, font family: Roboto, font size: 16px, font weight: 400, letter spacing: 4px."
../training_data_raw/components_material_design/Single_Discrete_Slider_[disabled].svg,"Size: 320x20, Colors: #1c1b1f, #1c1b1f with opacity, Shapes: rectangles, ellipses, circles, Strokes: none, Text: none, Elements: clip paths, groups."
../training_data_raw/components_material_design/Icon_Button_Filled_[Disabled].svg,"size: 48.00, colors: #1.00c1.00b1.00f, shapes: rectangle, path, elements: clipPath, g, opacity, fill, viewBox, defs, clip-path, strokes: none, text: none."
../training_data_raw/components_material_design/Elevated_Filter_Chip_Off_[disabled].svg,"Size: 121.00 x 32.00, Colors: #1.00c1.00b1.00f, Shapes: Rectangular with rounded corners, Elements: Clip paths, Strokes: None, Text: ""Filter Disabled"", Keywords: Elevated filter chip off, Disabled, Opacity, Fill, Dominant baseline, Text length, Length adjust, Font family, Letter spacing, Font weight."
../training_data_raw/components_material_design/Avatar_Small_[disabled].svg,"Size: 24.00
Colors: #1.00c1.00b1.00f
Shapes: Rectangles, circles, paths
Elements: Avatar, clip paths, use
Strokes: 2.00
Text: None"
../training_data_raw/components_material_design/3_Lines_Video_List_+_Control_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #e7.00e0.00ec, #1.00c1.00b1.00f, #c4.00c7.00c5.00, #49454.00e, Shapes: Rectangles, Ellipse, Path, Text, Elements: Video List, Control, Supporting Text, Headline, Strokes: 4.00, Text: Roboto, 16.00px, White-space, Pre, LengthAdjust, SpacingAndGlyphs, Dominant-baseline."
../training_data_raw/components_material_design/Assist_Chip_+_Icon.svg,"Size: 146x32, Colors: #1c1b1f, #6750a4, #79747e, Shapes: rectangle, clipPath, path, Text: ""Assist Enabled"", Elements: chip, icon, strokes: 2px."
